name,manufacturer,serving_size,energy_kcal,protein_g,carbohydrate_g,fat_g,sugar_g,sodium_mg,fiber_g,energy_percentage_dv,protein_percentage_dv,carbohydrate_percentage_dv,fat_percentage_dv,sodium_percentage_dv,Lemak jenuh,Natrium,Protein,Karbohidrat total,Energi,Lemak total,Serat pangan,serving_size_g,serving_size_issue,serving_size_g_clean,risk_energy,risk_fat_total,risk_saturated_fat,risk_sodium,risk_sugar,label_konsumsi,alasan_label,garam_g_estimasi,risk_energy_score,risk_fat_total_score,risk_saturated_fat_score,risk_sodium_score,risk_sugar_score,total_risk_score,persen_akg_energi,persen_akg_protein,persen_akg_lemak_total,persen_akg_karbohidrat,persen_akg_serat,persen_akg_natrium,persen_akg_garam,manufacturer_clean
Pia 100 Rasa Kacang Hijau,Tidak Diketahui,2 g,100.0,2.0,17.0,3.0,0.0,15.0,0.0,4.65,3.33,5.23,4.48,1.0,0.0,0.0,0.0,6.0,5.0,5.0,0.0,2.0,0,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0375,0,0,0,0,0,0,3.77,3.08,4.0,3.95,0.0,1.0,1.0,Tidak Diketahui
japato potato chips rasa rumput laut,Tidak Diketahui,1 g,150.0,1.0,15.0,10.0,0.0,150.0,0.0,6.98,1.67,4.62,14.93,10.0,0.0,10.0,0.0,0.0,7.0,15.0,0.0,1.0,0,1.0,Aman,Batasi,Aman,Batasi,Aman,Batasi,lemak total %AKG sedang (14.93%); natrium %AKG sedang (10.00%),0.375,0,1,0,1,0,2,5.66,1.54,13.33,3.49,0.0,10.0,10.0,Tidak Diketahui
Frozen food Puff Pastry Sheet,Tidak Diketahui,3 g,200.0,3.0,18.0,13.0,0.0,0.0,0.0,9.3,5.0,5.54,19.4,0.0,0.0,0.0,0.0,6.0,10.0,20.0,0.0,3.0,0,3.0,Aman,Batasi,Aman,Aman,Aman,Batasi,lemak total %AKG sedang (19.40%),0.0,0,1,0,0,0,1,7.55,4.62,17.33,4.19,0.0,0.0,0.0,Tidak Diketahui
Cheetos Puffs,PT. Frito Lay,0.90 g,160.0,2.0,16.0,10.0,0.9,0.0,0.9,7.44,3.33,4.92,14.93,0.0,0.0,0.0,0.0,5.0,8.0,15.0,0.0,0.9,0,0.9,Aman,Batasi,Aman,Aman,Aman,Batasi,lemak total %AKG sedang (14.93%),0.0,0,1,0,0,0,1,6.04,3.08,13.33,3.72,2.43,0.0,0.0,PT. Frito Lay
Promina puff rasa blueberry,Tidak Diketahui,1 g,80.0,1.0,10.0,3.0,0.0,0.0,0.0,3.72,1.67,3.08,4.48,0.0,0.0,0.0,0.0,4.0,4.0,5.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,3.02,1.54,4.0,2.33,0.0,0.0,0.0,Tidak Diketahui
Floridina Orange Pulp & Coco Bitz,PT. Tirta Alam Segar,0 g,90.0,0.0,21.0,0.0,19.0,25.0,0.0,4.19,0.0,6.46,0.0,1.67,0.0,2.0,0.0,7.0,5.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Batasi,Batasi,gula sedang (19.00 g),0.0625,0,0,0,0,1,1,3.4,0.0,0.0,4.88,0.0,1.67,1.67,PT. Tirta Alam Segar
Minute Maid Pulpy rasa jambu,PT. Coca-cola bottling indonesia,0 g,0.0,0.0,23.0,0.0,22.0,20.0,0.0,4.19,0.0,7.08,0.0,1.33,0.0,2.0,0.0,8.0,5.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Waspada,Waspada,gula tinggi (22.00 g),0.05,0,0,0,0,2,2,0.0,0.0,0.0,5.35,0.0,1.33,1.33,PT. Coca-cola bottling indonesia
Minute Maid Pulpy rasa jeruk,PT. Coca-cola bottling indonesia,0 g,130.0,0.0,34.0,0.0,27.0,45.0,0.0,6.05,0.0,10.46,0.0,3.0,0.0,3.0,0.0,11.0,7.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Waspada,Waspada,gula tinggi (27.00 g),0.1125,0,0,0,0,2,2,4.91,0.0,0.0,7.91,0.0,3.0,3.0,PT. Coca-cola bottling indonesia
Minute Maid Pulpy rasa anggur dengan nata de coco,PT. Coca-cola bottling indonesia,0 g,0.0,0.0,28.0,0.0,24.0,10.0,0.0,5.12,0.0,8.62,0.0,0.67,0.0,1.0,0.0,9.0,6.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Waspada,Waspada,gula tinggi (24.00 g),0.025,0,0,0,0,2,2,0.0,0.0,0.0,6.51,0.0,0.67,0.67,PT. Coca-cola bottling indonesia
Jawara cabai tabur jambal,Tidak Diketahui,0 g,10.0,0.0,2.0,0.0,0.0,150.0,0.0,0.47,0.0,0.62,0.0,10.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Batasi,Aman,Batasi,natrium %AKG sedang (10.00%),0.375,0,0,0,1,0,1,0.38,0.0,0.0,0.47,0.0,10.0,10.0,Tidak Diketahui
Jawara cabai tabur bawang goreng,Tidak Diketahui,0 g,10.0,0.0,2.0,0.0,0.0,150.0,0.0,0.47,0.0,0.62,0.0,10.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Batasi,Aman,Batasi,natrium %AKG sedang (10.00%),0.375,0,0,0,1,0,1,0.38,0.0,0.0,0.47,0.0,10.0,10.0,Tidak Diketahui
Red Bull,Tidak Diketahui,0 g,112.0,0.0,28.0,0.0,0.0,0.0,0.0,5.21,0.0,8.62,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,4.23,0.0,0.0,6.51,0.0,0.0,0.0,Tidak Diketahui
OREO SOFT CAKE,PT. Kraft foods Indonesia,1 g,80.0,1.0,8.0,5.0,0.0,50.0,0.0,3.72,1.67,2.46,7.46,3.33,0.0,4.0,0.0,0.0,4.0,8.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.125,0,0,0,0,0,0,3.02,1.54,6.67,1.86,0.0,3.33,3.33,PT. Kraft foods Indonesia
Koko krunch,PT. Nestle Indonesia,1 g,110.0,2.0,23.0,1.0,9.0,0.0,1.0,5.12,3.33,7.08,1.49,0.0,0.0,0.0,4.0,8.0,6.0,0.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,4.15,3.08,1.33,5.35,2.7,0.0,0.0,PT. Nestle Indonesia
Krupuk udang Ny. Siok (mentah),Tidak Diketahui,2 g,70.0,2.0,16.0,0.0,2.0,260.0,0.0,3.26,3.33,4.92,0.0,17.33,0.0,18.0,4.0,5.0,0.0,0.0,0.0,2.0,0,2.0,Aman,Aman,Aman,Batasi,Aman,Batasi,natrium %AKG sedang (17.33%),0.65,0,0,0,1,0,1,2.64,3.08,0.0,3.72,0.0,17.33,17.33,Tidak Diketahui
Cookies Oat krunch coklat gelap,PT. Munchy's Indonesia,2 g,120.0,2.0,18.0,4.5,6.0,0.0,2.0,5.58,3.33,5.54,6.72,0.0,0.0,0.0,0.0,0.0,6.0,7.0,7.0,2.0,0,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,4.53,3.08,6.0,4.19,5.41,0.0,0.0,PT. Munchy's Indonesia
Folabee rasa coklat,PT. Serena Indopangan Industri,2 g,25.0,3.0,26.0,5.0,9.0,190.0,2.0,7.44,5.0,8.0,7.46,12.67,13.0,13.0,0.0,8.0,0.0,0.0,0.0,2.0,0,2.0,Aman,Aman,Batasi,Batasi,Aman,Batasi,lemak jenuh %AKG sedang (13.00%); natrium %AKG sedang (12.67%),0.475,0,0,1,1,0,2,0.94,4.62,6.67,6.05,5.41,12.67,12.67,PT. Serena Indopangan Industri
Pop Ice Rasa Cokelat,Tidak Diketahui,1 g,10.0,1.0,22.0,1.0,17.0,35.0,0.0,4.65,1.67,6.77,1.49,2.33,0.0,3.0,0.0,7.0,5.0,0.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Batasi,Batasi,gula sedang (17.00 g),0.0875,0,0,0,0,1,1,0.38,1.54,1.33,5.12,0.0,2.33,2.33,Tidak Diketahui
Matcha Tea Latte,Tidak Diketahui,6.50 g,190.0,6.5,31.5,4.0,30.0,0.0,0.0,8.84,10.83,9.69,5.97,0.0,0.0,0.0,11.0,10.0,9.0,0.0,0.0,6.5,0,6.5,Aman,Aman,Aman,Aman,Waspada,Waspada,gula tinggi (30.00 g),0.0,0,0,0,0,2,2,7.17,10.0,5.33,7.33,0.0,0.0,0.0,Tidak Diketahui
Susu Slim dan fit coklat,PT. Kalbe Nutritional,5 g,200.0,15.0,30.0,3.0,12.0,0.0,5.0,9.3,25.0,9.23,4.48,0.0,0.0,0.0,25.0,0.0,10.0,0.0,17.0,5.0,0,5.0,Aman,Aman,Aman,Aman,Batasi,Batasi,gula sedang (12.00 g),0.0,0,0,0,0,1,1,7.55,23.08,4.0,6.98,13.51,0.0,0.0,PT. Kalbe Nutritional
Susu Slim dan fit vanila,PT. Kalbe Nutritional,5 g,200.0,15.0,30.0,2.5,13.0,0.0,5.0,9.3,25.0,9.23,3.73,0.0,0.0,0.0,25.0,0.0,10.0,0.0,17.0,5.0,0,5.0,Aman,Aman,Aman,Aman,Batasi,Batasi,gula sedang (13.00 g),0.0,0,0,0,0,1,1,7.55,23.08,3.33,6.98,13.51,0.0,0.0,PT. Kalbe Nutritional
Fitmee mie goreng Korea,PT. FIT,3 g,150.0,1.0,29.0,4.0,6.0,400.0,3.0,6.98,1.67,8.92,5.97,26.67,0.0,27.0,0.0,9.0,0.0,0.0,10.0,3.0,0,3.0,Aman,Aman,Aman,Waspada,Aman,Waspada,natrium %AKG tinggi (26.67%),1.0,0,0,0,2,0,2,5.66,1.54,5.33,6.74,8.11,26.67,26.67,PT. FIT
Fitmee rasa soto,PT. FIT,2 g,60.0,0.0,10.0,2.0,2.0,430.0,2.0,2.79,0.0,3.08,2.99,28.67,0.0,29.0,0.0,4.0,0.0,0.0,7.0,2.0,0,2.0,Aman,Aman,Aman,Waspada,Aman,Waspada,natrium %AKG tinggi (28.67%),1.075,0,0,0,2,0,2,2.26,0.0,2.67,2.33,5.41,28.67,28.67,PT. FIT
san remo pasta sauce spaghetti (mentah),PT. Sukanda djaya,3.80 g,457.0,15.0,90.0,2.5,3.1,0.0,3.8,21.26,25.0,27.69,3.73,0.0,0.0,0.0,25.0,28.0,22.0,0.0,0.0,3.8,0,3.8,Waspada,Aman,Aman,Aman,Aman,Waspada,energi %AKG tinggi (21.26%),0.0,2,0,0,0,0,2,17.25,23.08,3.33,20.93,10.27,0.0,0.0,PT. Sukanda djaya
Pasta La fonte spaghetti with mushroom sauce,PT. Indofood CBP Sukses Makmur Tbk.,3 g,340.0,8.0,60.0,4.0,7.0,0.0,3.0,15.81,13.33,18.46,5.97,0.0,0.0,0.0,14.0,19.0,16.0,0.0,0.0,3.0,0,3.0,Batasi,Aman,Aman,Aman,Aman,Batasi,energi %AKG sedang (15.81%),0.0,1,0,0,0,0,1,12.83,12.31,5.33,13.95,8.11,0.0,0.0,PT. Indofood CBP Sukses Makmur Tbk.
Pasta La fonte spaghetti with chicken sauce,PT. Indofood CBP Sukses Makmur Tbk.,4 g,340.0,10.0,57.0,8.0,0.0,0.0,4.0,15.81,16.67,17.54,11.94,0.0,0.0,0.0,17.0,18.0,16.0,0.0,0.0,4.0,0,4.0,Batasi,Batasi,Aman,Aman,Aman,Batasi,energi %AKG sedang (15.81%); lemak total %AKG sedang (11.94%),0.0,1,1,0,0,0,2,12.83,15.38,10.67,13.26,10.81,0.0,0.0,PT. Indofood CBP Sukses Makmur Tbk.
tini mini biti,Tidak Diketahui,1 g,60.0,1.0,8.0,2.5,0.0,140.0,0.0,2.79,1.67,2.46,3.73,9.33,0.0,10.0,0.0,0.0,3.0,4.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.35,0,0,0,0,0,0,2.26,1.54,3.33,1.86,0.0,9.33,9.33,Tidak Diketahui
Yogurt greek yummy strawberry,PT. Heavenly nutrition indonesia,8 g,120.0,8.0,16.0,3.0,9.0,70.0,0.0,5.58,13.33,4.92,4.48,4.67,0.0,0.0,14.0,5.0,6.0,0.0,0.0,8.0,0,8.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.175,0,0,0,0,0,0,4.53,12.31,4.0,3.72,0.0,4.67,4.67,PT. Heavenly nutrition indonesia
Mayumi saus creamy serbaguna rasa pedas (180 g),PT. AJINOMOTO INDONESIA,591 g,100.0,0.0,3.0,10.0,3.0,270.0,0.0,4.65,0.0,0.92,14.93,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,591.0,0,591.0,Aman,Batasi,Aman,Batasi,Aman,Batasi,lemak total %AKG sedang (14.93%); natrium %AKG sedang (18.00%),0.675,0,1,0,1,0,2,3.77,0.0,13.33,0.7,0.0,18.0,18.0,PT. AJINOMOTO INDONESIA
Yummy bites Originak,CV. KUSUMA FOOD INDONESIA,2 g,50.0,2.0,8.0,1.0,2.0,35.0,0.0,2.33,3.33,2.46,1.49,2.33,0.0,3.0,4.0,3.0,0.0,0.0,0.0,2.0,0,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0875,0,0,0,0,0,0,1.89,3.08,1.33,1.86,0.0,2.33,2.33,CV. KUSUMA FOOD INDONESIA
Doritos Nacho Cheese,Tidak Diketahui,2 g,100.0,2.0,12.0,5.0,0.0,125.0,0.0,4.65,3.33,3.69,7.46,8.33,0.0,9.0,0.0,0.0,5.0,8.0,0.0,2.0,0,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.3125,0,0,0,0,0,0,3.77,3.08,6.67,2.79,0.0,8.33,8.33,Tidak Diketahui
Teh botol sosro tawar,PT. Mayora Indah Tbk.,0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT. Mayora Indah Tbk.
Keju Castello Brie,PT. Jerindo Jaya Abadi,0 g,73.0,5.0,0.03,6.0,0.03,0.0,0.0,3.4,8.33,0.01,8.96,0.0,0.0,0.0,9.0,0.0,4.0,9.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,2.75,7.69,8.0,0.01,0.0,0.0,0.0,PT. Jerindo Jaya Abadi
Keju Castello camembert,Tidak Diketahui,5 g,73.0,5.0,0.03,6.0,0.03,0.0,0.0,3.4,8.33,0.01,8.96,0.0,0.0,0.0,9.0,0.0,4.0,9.0,0.0,5.0,0,5.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,2.75,7.69,8.0,0.01,0.0,0.0,0.0,Tidak Diketahui
Diabetasol sweetener,PT. Kalbe Nutritional,0 g,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,PT. Kalbe Nutritional
MILO cereal,PT. Nestle Indonesia,2 g,110.0,2.0,23.0,1.0,9.0,0.0,2.0,5.12,3.33,7.08,1.49,0.0,0.0,0.0,0.0,8.0,6.0,0.0,7.0,2.0,0,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,4.15,3.08,1.33,5.35,5.41,0.0,0.0,PT. Nestle Indonesia
Ayam brand chilli tuna,PT. Ayam brand Indonesia,8 g,100.0,8.0,3.0,6.0,2.0,0.0,0.0,4.65,13.33,0.92,8.96,0.0,0.0,0.0,14.0,0.0,5.0,9.0,0.0,8.0,0,8.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,3.77,12.31,8.0,0.7,0.0,0.0,0.0,PT. Ayam brand Indonesia
Chili Cheese Fries ( 1 porsi),Tidak Diketahui,6 g,500.0,16.0,53.0,25.0,4.0,0.0,6.0,23.26,26.67,16.31,37.31,0.0,0.0,0.0,27.0,0.0,24.0,38.0,0.0,6.0,0,6.0,Waspada,Waspada,Aman,Aman,Aman,Waspada,energi %AKG tinggi (23.26%); lemak total %AKG tinggi (37.31%),0.0,2,2,0,0,0,4,18.87,24.62,33.33,12.33,16.22,0.0,0.0,Tidak Diketahui
hilo teen,PT.Nutrifood indonesia,6 g,25.0,6.0,33.0,2.5,26.0,135.0,0.0,8.37,10.0,10.15,3.73,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,6.0,Aman,Aman,Aman,Aman,Waspada,Waspada,gula tinggi (26.00 g),0.3375,0,0,0,0,2,2,0.94,9.23,3.33,7.67,0.0,9.0,9.0,PT. Nutrifood indonesia
Gemez Enaak Snack Mi,PT. Siantar Top,2 g,40.0,2.0,13.0,4.0,0.0,240.0,0.0,4.65,3.33,4.0,5.97,16.0,0.0,16.0,0.0,0.0,0.0,6.0,0.0,2.0,0,2.0,Aman,Aman,Aman,Batasi,Aman,Batasi,natrium %AKG sedang (16.00%),0.6,0,0,0,1,0,1,1.51,3.08,5.33,3.02,0.0,16.0,16.0,PT. Siantar Top
TEH KOTAK JASMINE TEA,"PT. ULTRAJAYA MILK INDUSTRY & TRANDING CO,,TBK",0 g,100.0,0.0,26.0,0.0,26.0,15.0,0.0,4.65,0.0,8.0,0.0,1.0,0.0,1.0,0.0,8.0,5.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Waspada,Waspada,gula tinggi (26.00 g),0.0375,0,0,0,0,2,2,3.77,0.0,0.0,6.05,0.0,1.0,1.0,"PT. ULTRAJAYA MILK INDUSTRY & TRANDING CO, Tbk."
Yupi Gummy Pizza,PT. Yupi Indo Jelly Gum,1 g,0.0,1.0,12.0,0.0,8.0,0.0,0.0,2.33,1.67,3.69,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,0.0,1.54,0.0,2.79,0.0,0.0,0.0,PT. Yupi Indo Jelly Gum
Kuaci Rebo salted caramel,PT. Gumindo Bogamanis,1 g,50.0,2.0,1.0,4.0,0.0,90.0,1.0,2.33,3.33,0.31,5.97,6.0,0.0,6.0,0.0,0.0,0.0,6.0,4.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.225,0,0,0,0,0,0,1.89,3.08,5.33,0.23,2.7,6.0,6.0,PT. Gumindo Bogamanis
san remo pasta sauce wholemeal (mentah),PT. Sukanda djaya,11 g,452.0,19.0,78.0,4.0,4.0,0.0,11.0,21.02,31.67,24.0,5.97,0.0,0.0,0.0,32.0,24.0,0.0,0.0,37.0,11.0,0,11.0,Waspada,Aman,Aman,Aman,Aman,Waspada,energi %AKG tinggi (21.02%),0.0,2,0,0,0,0,2,17.06,29.23,5.33,18.14,29.73,0.0,0.0,PT. Sukanda djaya
san remo pasta sauce spinach fettuccine(mentah),PT. Sukanda djaya,6 g,457.0,15.0,89.0,2.5,4.0,0.0,6.0,21.26,25.0,27.38,3.73,0.0,0.0,0.0,25.0,28.0,22.0,0.0,0.0,6.0,0,6.0,Waspada,Aman,Aman,Aman,Aman,Waspada,energi %AKG tinggi (21.26%),0.0,2,0,0,0,0,2,17.25,23.08,3.33,20.7,16.22,0.0,0.0,PT. Sukanda djaya
Indomie salted Egg,PT. Indofood CBP Sukses Makmur Tbk.,2 g,480.0,11.0,53.0,25.0,6.0,0.0,2.0,22.33,18.33,16.31,37.31,0.0,0.0,0.0,19.0,0.0,23.0,38.0,0.0,2.0,0,2.0,Waspada,Waspada,Aman,Aman,Aman,Waspada,energi %AKG tinggi (22.33%); lemak total %AKG tinggi (37.31%),0.0,2,2,0,0,0,4,18.11,16.92,33.33,12.33,5.41,0.0,0.0,PT. Indofood CBP Sukses Makmur Tbk.
Sirup Sunquick Mango,PT.Lasallefood,0 g,45.0,0.0,10.0,0.0,9.0,0.0,0.0,2.09,0.0,3.08,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,1.7,0.0,0.0,2.33,0.0,0.0,0.0,PT. Lasallefood
Nugget Ayam Akumo,PT. CHAROEN POKPHAND,13 g,340.0,13.0,30.0,19.0,0.0,610.0,0.0,15.81,21.67,9.23,28.36,40.67,40.0,41.0,0.0,0.0,0.0,29.0,0.0,13.0,0,13.0,Batasi,Waspada,Waspada,Waspada,Aman,Waspada,energi %AKG sedang (15.81%); lemak total %AKG tinggi (28.36%); lemak jenuh %AKG tinggi (40.00%); natrium %AKG tinggi (40.67%),1.525,1,2,2,2,0,7,12.83,20.0,25.33,6.98,0.0,40.67,40.67,PT. CHAROEN POKPHAND
NUtrijell Balanced Color Delima,PT. Forisa Nusapersada,1 g,0.0,0.0,3.0,0.0,1.0,15.0,1.0,0.47,0.0,0.92,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0375,0,0,0,0,0,0,0.0,0.0,0.0,0.7,2.7,1.0,1.0,PT. Forisa Nusapersada
Ellenka Fiber Creme,PT. Sarana Karya Utama,1 g,10.0,0.0,2.0,1.0,0.0,5.0,1.0,0.7,0.0,0.62,1.49,0.33,5.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0125,0,0,0,0,0,0,0.38,0.0,1.33,0.47,2.7,0.33,0.33,PT. Sarana Karya Utama
Teh pucuk harum,PT. Mayora Indah Tbk.,0 g,140.0,0.0,36.0,0.0,36.0,0.0,0.0,6.51,0.0,11.08,0.0,0.0,0.0,0.0,0.0,12.0,7.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Waspada,Waspada,gula tinggi (36.00 g),0.0,0,0,0,0,2,2,5.28,0.0,0.0,8.37,0.0,0.0,0.0,PT. Mayora Indah Tbk.
Ladaku Merica Bubuk,Tidak Diketahui,0 g,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.47,0.0,0.62,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,0.38,0.0,0.0,0.47,0.0,0.0,0.0,Tidak Diketahui
gerry salut malkist rasa chocolate,PT.Garudafood Putra Putri Jaya,2 g,130.0,2.0,19.0,5.0,5.0,120.0,0.0,6.05,3.33,5.85,7.46,8.0,13.0,8.0,0.0,0.0,0.0,8.0,0.0,2.0,0,2.0,Aman,Aman,Batasi,Aman,Aman,Batasi,lemak jenuh %AKG sedang (13.00%),0.3,0,0,1,0,0,1,4.91,3.08,6.67,4.42,0.0,8.0,8.0,PT. Garudafood Putra Putri Jaya
Teh frestea,Tidak Diketahui,0 g,160.0,0.0,40.0,0.0,36.0,0.0,0.0,7.44,0.0,12.31,0.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Waspada,Waspada,gula tinggi (36.00 g),0.0,0,0,0,0,2,2,6.04,0.0,0.0,9.3,0.0,0.0,0.0,Tidak Diketahui
Coklat Ritter Sport Whole Almonds,PT. Nirwana Lestari,3 g,140.0,3.0,13.0,9.0,9.0,0.0,0.0,6.51,5.0,4.0,13.43,0.0,0.0,0.0,5.0,0.0,7.0,14.0,0.0,3.0,0,3.0,Aman,Batasi,Aman,Aman,Aman,Batasi,lemak total %AKG sedang (13.43%),0.0,0,1,0,0,0,1,5.28,4.62,12.0,3.02,0.0,0.0,0.0,PT. Nirwana Lestari
Quaker 3 in 1,PT. Yellow Pages,1 g,120.0,1.0,22.0,3.0,11.0,0.0,1.0,5.58,1.67,6.77,4.48,0.0,0.0,0.0,0.0,7.0,6.0,5.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Batasi,Batasi,gula sedang (11.00 g),0.0,0,0,0,0,1,1,4.53,1.54,4.0,5.12,2.7,0.0,0.0,PT. Yellow Pages
Heavenly Kitchen Thai Tea Latte,PT. Heavenly nutrition indonesia,1 g,100.0,1.0,19.0,2.5,0.0,70.0,0.0,4.65,1.67,5.85,3.73,4.67,0.0,5.0,0.0,6.0,5.0,0.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.175,0,0,0,0,0,0,3.77,1.54,3.33,4.42,0.0,4.67,4.67,PT. Heavenly nutrition indonesia
Milkita Assorted Milk Candy,PT. United Family Food,0 g,15.0,0.0,14.0,1.5,9.0,5.0,0.0,3.26,0.0,4.31,2.24,0.33,0.0,0.0,0.0,5.0,4.0,3.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0125,0,0,0,0,0,0,0.57,0.0,2.0,3.26,0.0,0.33,0.33,PT. United Family Food
beng beng shake it,Tidak Diketahui,1 g,45.0,1.0,6.0,2.5,0.0,20.0,0.0,2.09,1.67,1.85,3.73,1.33,0.0,0.0,0.0,2.0,3.0,4.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.05,0,0,0,0,0,0,1.7,1.54,3.33,1.4,0.0,1.33,1.33,Tidak Diketahui
Tepung bumbu kobe kentucky super crispy,PT. Kobe Boga Utama,1 g,70.0,2.0,14.0,0.0,1.0,0.0,1.0,3.26,3.33,4.31,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,4.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,2.64,3.08,0.0,3.26,2.7,0.0,0.0,PT. Kobe Boga Utama
Tepung bumbu kobe bakwan & perkedel,PT. Kobe Boga Utama,2 g,70.0,2.0,15.0,0.0,1.0,0.0,2.0,3.26,3.33,4.62,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,7.0,2.0,0,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,2.64,3.08,0.0,3.49,5.41,0.0,0.0,PT. Kobe Boga Utama
Tepung bumbu kobe pisang goreng,PT. Kobe Boga Utama,2 g,70.0,1.0,16.0,0.0,2.0,0.0,2.0,3.26,1.67,4.92,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,7.0,2.0,0,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,2.64,1.54,0.0,3.72,5.41,0.0,0.0,PT. Kobe Boga Utama
